ability_id,source_type,source_id,name,text,source_file
6b3e-11ad-7a9d-ca5d:invulnerable-save-(5+):2064-64c5-6957-5fb9,unit,6b3e-11ad-7a9d-ca5d,Invulnerable Save (5+),This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
6b3e-11ad-7a9d-ca5d:leader:cee0-3f7a-fe80-e1fd,unit,6b3e-11ad-7a9d-ca5d,Leader,"This model can be attached to the following units: ^^**Ironstrider Ballistarii, Sydonian Dragoons with Taser Lances, Sydonian Dragoons with Radium Jezzails**^^",Imperium - Adeptus Mechanicus.cat
6b3e-11ad-7a9d-ca5d:vector-of-the-omnissiah's-wrath:b041-0c01-ff9f-6a19,unit,6b3e-11ad-7a9d-ca5d,Vector of the Omnissiah's Wrath,Ranged weapons equipped by this model have [^^Ignores Cover^^].,Imperium - Adeptus Mechanicus.cat
7135-8430-eb02-ded4:icon-of-war:93af-4f1d-63c7-7a5b,unit,7135-8430-eb02-ded4,Icon of War,"**Fanatical Devotion:** You can select one friendly **^^Skitarii^^** or **^^Thulia Ghuld^^** unit within 6"" of this model; until the start of your next Command phase, that unit is eligible to shoot and declare a charge in a turn in which it Advanced.

**Adaptive Tactics:** You can select one friendly **^^Skitarii^^** or **^^Thulia Ghuld^^** unit within 6"" of this model; until the start of your next Command phase, that unit is eligible to shoot and declare a charge in a turn in which it Fell Back.

**The Fires of Mars:** You can select one friendly **^^Skitarii^^** or **^^Thulia Ghuld^^** unit within 6"" of this model; until the start of your next Command phase, the Conqueror Imperative and Protector Imperative are both active for that unit.",Imperium - Adeptus Mechanicus.cat
7135-8430-eb02-ded4:mechanicus-bodyguard:eabc-5fb7-a61a-20ce,unit,7135-8430-eb02-ded4,Mechanicus Bodyguard,"While this model is within 3"" of one or more other friendly ^^**Adeptus Mechanicus**^^ units, this model has the Lone Operative ability.",Imperium - Adeptus Mechanicus.cat
7135-8430-eb02-ded4:secutor-of-olympus:0522-5848-c9d5-32ab,unit,7135-8430-eb02-ded4,Secutor of Olympus,"At the start of your Shooting phase, select one enemy **^^Vehicle^^** unit within 12"" of this model and roll one D6: on a 2+, that enemy unit suffers D3+1 mortal wounds.",Imperium - Adeptus Mechanicus.cat
7135-8430-eb02-ded4:supreme-commander:49e8-cb5d-a2d3-7d6c,unit,7135-8430-eb02-ded4,Supreme Commander,"If this model is in your army, it must be your **^^Warlord^^**.",Imperium - Adeptus Mechanicus.cat
7135-8430-eb02-ded4:rod-of-the-war-forge:0f4e-20ed-4571-80f9,unit,7135-8430-eb02-ded4,Rod of the War Forge,"In your Command phase, select one of the abilities in the Icon of War section. Until the start of your next Command phase, this model has that ability.",Imperium - Adeptus Mechanicus.cat
7135-8430-eb02-ded4:cybernetic-augmentation:0072-1d19-367d-60bd,unit,7135-8430-eb02-ded4,Cybernetic Augmentation,"This model can move through terrain features, but cannot end a move within a wall, a floor, etc. This model can be set up or end a move on any floor level of **^^Ruins^^**, but if that level is not the ground floor, it can only do so if its base does not overhang the floor at that level.",Imperium - Adeptus Mechanicus.cat
52d3-71a9-f755-d6aa:attached-unit:1c70-93a9-743e-6e5a,unit,52d3-71a9-f755-d6aa,Attached Unit,"If a **^^Character^^** unit from your army can be attached to a **^^Skitarii Rangers^^** unit, it can be attached to this unit instead",Imperium - Adeptus Mechanicus.cat
52d3-71a9-f755-d6aa:broad‑spectrum-targeting-augurs:5c9c-f3c4-d572-aa74,unit,52d3-71a9-f755-d6aa,Broad‑spectrum Targeting Augurs,"Each time a model in this unit makes an attack with an eradication caster that targets a unit (excluding **^^Monster^^** and **^^Vehicle^^** units), that attack has the **[SUSTAINED HITS 1]** ability.",Imperium - Adeptus Mechanicus.cat
d653-1ac3-d944-224f:attached-unit:fba5-1584-1574-acb1,unit,d653-1ac3-d944-224f,Attached Unit,"If a **^^Character^^** unit from your army can be attached to a **^^Skitarii Rangers^^** unit, it can be attached to this unit instead",Imperium - Adeptus Mechanicus.cat
d653-1ac3-d944-224f:monocular-targeting-helms:ccc1-44e6-b5f3-e432,unit,d653-1ac3-d944-224f,Monocular Targeting Helms,"Each time a model in this unit makes an attack with a neutron fusil against a **^^Monster^^** or **^^Vehicle^^** unit, that attack has the **[IGNORES COVER]** ability.",Imperium - Adeptus Mechanicus.cat
efa3-2cf5-dcfb-b976:invulnerable-save:71a7-7597-3940-2388,unit,efa3-2cf5-dcfb-b976,Invulnerable Save,This model has a 4+ invulnerable save.,Imperium - Agents of the Imperium.cat
efa3-2cf5-dcfb-b976:shieldbreaker:d610-cc24-7aba-b494,unit,efa3-2cf5-dcfb-b976,Shieldbreaker,"Once per battle, when selecting targets for this model’s exitus rifle, it can fire a shieldbreaker round. If it does, until the end of the phase, each time this model makes an attack with that weapon, add 1 to the Wound roll and any successful Wound roll scores a Critical Wound.",Imperium - Agents of the Imperium.cat
efa3-2cf5-dcfb-b976:dead-shot:27d2-74da-5c1-a8e,unit,efa3-2cf5-dcfb-b976,Dead-shot,"Each time this model makes a ranged attack, when selecting targets for that attack, you can ignore the Lone Operative ability.",Imperium - Agents of the Imperium.cat
5e5e-d6b2-6a1c-aa69:invulnerable-save:89c9-1da1-f792-8211,unit,5e5e-d6b2-6a1c-aa69,Invulnerable Save,This model has a 4+ invulnerable save.,Imperium - Agents of the Imperium.cat
5e5e-d6b2-6a1c-aa69:abomination:6d9c-8c60-33e1-8eef,unit,5e5e-d6b2-6a1c-aa69,Abomination,This model has the Feel No Pain 2+ ability against Psychic Attacks.,Imperium - Agents of the Imperium.cat
5e5e-d6b2-6a1c-aa69:soulless-horror:f716-1f40-4abf-3110,unit,5e5e-d6b2-6a1c-aa69,Soulless Horror,"Once per battle, at the start of any Command phase, this model can use this ability. If it does, each enemy unit within 9"" of this model must take a Battle-shock test, subtracting 1 from that test (or subtracting 2 if that unit is a PSYKER).",Imperium - Agents of the Imperium.cat
5e5e-d6b2-6a1c-aa69:etheric-emergence:8dfe-385f-1253-ad19,unit,5e5e-d6b2-6a1c-aa69,Etheric Emergence,"In your Movement phase, when this model is set up on the battlefield using the Deep Strike ability, it can perform an etheric emergence. If it does, this model can be set up anywhere on the battlefield that is more than 6"" horizontally away from all enemy units, but until the end of the turn, it is not eligible to declare a charge.",Imperium - Agents of the Imperium.cat
f201-1f4a-b907-d9d1:invulnerable-save:53e3-aaf-7458-7998,unit,f201-1f4a-b907-d9d1,Invulnerable Save,This model has a 4+ invulnerable save.,Imperium - Agents of the Imperium.cat
f201-1f4a-b907-d9d1:frenzon:3450-19d9-c7de-c1e0,unit,f201-1f4a-b907-d9d1,Frenzon,This model is eligible to shoot and declare a charge in a turn in which it Advanced.,Imperium - Agents of the Imperium.cat
f201-1f4a-b907-d9d1:overkill:24ff-2511-1349-6dc8,unit,f201-1f4a-b907-d9d1,Overkill,"Once per battle, in your Movement phase, this model can use this ability before it makes a Normal move. If it does, until the end of the turn, add 6"" to this model's Movement characteristic and add 3 to the Attacks characteristic of this model's melee weapons.",Imperium - Agents of the Imperium.cat
1cfe-be05-5603-133:invulnerable-save:d455-fbfd-ca57-c259,unit,1cfe-be05-5603-133,Invulnerable Save,This model has a 4+ invulnerable save.,Imperium - Agents of the Imperium.cat
1cfe-be05-5603-133:reign-of-confusion:d262-7a63-4838-828a,unit,1cfe-be05-5603-133,Reign of Confusion,"Once per battle, after your opponent uses a Stratagem, this model can use this ability. If it does, until the end of the battle, the CP cost your opponent must pay to use that Stratagem again is increased by 1CP.",Imperium - Agents of the Imperium.cat
1cfe-be05-5603-133:acrobatic-escape:812f-ed2e-6abf-35be,unit,1cfe-be05-5603-133,Acrobatic Escape,"At the end of the Fight phase, if this model is within Engagement Range of one or more enemy units, it can make a Fall Back move of up to D6"". In addition, at the end of your opponent's turn, if this model is not within 3"" of one or more enemy units, you can remove it from the battlefield and then, in the Reinforcements step of your next Movement phase, set it up anywhere on the battlefield that is more than 9"" horizontally away from all enemy models. If the battle ends and this model is not on the battlefield, it is destroyed.",Imperium - Agents of the Imperium.cat
9360-d8b2-cd92-9e7f:invulnerable-save:1ac1-b5e7-896-e7c,unit,9360-d8b2-cd92-9e7f,Invulnerable Save,Models in this unit have a 4+ invulnerable save.,Imperium - Agents of the Imperium.cat
9360-d8b2-cd92-9e7f:backroom-deals:90cb-3f1a-16ca-f36,unit,9360-d8b2-cd92-9e7f,Backroom Deals,"If your army contains one or more units with this ability, during the Declare Battle Formations step, select one of those units. While the selected unit is leading a unit, models in that unit have the Infiltrators ability.",Imperium - Agents of the Imperium.cat
9360-d8b2-cd92-9e7f:leader:fe01-ec6f-615f-3e1,unit,9360-d8b2-cd92-9e7f,Leader,"This model can be attached to the following units: IMPERIAL NAVY BREACHERS, VOIDSMEN-AT-ARMS",Imperium - Agents of the Imperium.cat
9360-d8b2-cd92-9e7f:warrant-of-trade:9389-142f-1ba0-7d6f,unit,9360-d8b2-cd92-9e7f,Warrant of Trade,"If your army contains one or more models with this ability, after both players have deployed their armies, select up to D3 IMPERIUM BATTLELINE units from your army and redeploy them. When doing so, you can set those units up in Strategic Reserve, regardless of how many units are already in Strategic Reserve.",Imperium - Agents of the Imperium.cat
3953-4e12-fe7b-97e9:masters-of-close-confines:b63b-a0eb-d7c-89be,unit,3953-4e12-fe7b-97e9,Masters of Close Confines,"Each time a model in this unit makes a ranged attack that targets the closest eligible target, that attack has the [LETHAL HITS] ability.",Imperium - Agents of the Imperium.cat
3953-4e12-fe7b-97e9:navy-bodyguards:06ef-9a1f-72c7-c2ef,unit,3953-4e12-fe7b-97e9,Navy Bodyguards,"If your Army Faction is not AGENTS OF THE IMPERIUM, then for each VOIDFARERS CHARACTER unit you include in your army, you can include one VOIDSMEN-AT-ARMS unit in your army that does not count towards the number of RETINUE units your army can include.",Imperium - Agents of the Imperium.cat
24d5-9987-4d2-b42b:breaching-team:68aa-ee31-9953-30b9,unit,24d5-9987-4d2-b42b,Breaching Team,"Each time a model in this unit makes an attack, re-roll a Wound roll of 1. If the target of that attack is an enemy unit within range of an objective marker, you can re-roll the Wound roll instead.",Imperium - Agents of the Imperium.cat
24d5-9987-4d2-b42b:gheistskull:a6b0-bc40-301b-fec2,unit,24d5-9987-4d2-b42b,Gheistskull,"Once per battle, when you select this unit as the target of the Grenade Stratagem, you can target one enemy unit visible to and within 18"" of this unit that is not within Engagement Range of any units from your army, instead of one within 8"".",Imperium - Agents of the Imperium.cat
24d5-9987-4d2-b42b:cat-unit:fce7-cb5d-2fe6-19c1,unit,24d5-9987-4d2-b42b,CAT Unit,"Once per battle, when this unit is selected to shoot, until the end of the phase, ranged weapons equipped by this unit gain the [Ignores Cover] ability.",Imperium - Agents of the Imperium.cat
6db9-cede-3810-f1f0:dedication-to-duty:6998-4242-8a2c-5b47,unit,6db9-cede-3810-f1f0,Dedication to Duty,"Each time a model in this unit is destroyed by a melee attack, if that model has not fought this phase, roll one D6: on a 4+, do not remove it from play. The destroyed model can fight after the attacking model’s unit has finished making its attacks, and is then removed from play.",Imperium - Agents of the Imperium.cat
6db9-cede-3810-f1f0:invulnerable-save:1da3-c646-48b9-883f,unit,6db9-cede-3810-f1f0,Invulnerable Save,Models in this unit (excluding the Cyber-mastiff) have a 4+ invulnerable save.,Imperium - Agents of the Imperium.cat
ec63-524d-55a-3065:imperial-law:a8c6-6db8-cabd-6683,unit,ec63-524d-55a-3065,Imperial Law,"At the start of the battle, select one unit from your opponent's army. Each time a model in this unit makes an attack that targets that unit, that attack has the [Lethal Hits] and [Precision] abilities.",Imperium - Agents of the Imperium.cat
d44c-5cde-cb79-3ec3:merciless-judgement:f978-a7d6-d772-e43d,unit,d44c-5cde-cb79-3ec3,Merciless Judgement,"Each time a model in this unit makes a ranged attack that targets a unit that is Below Half-strength, add 1 to the Wound roll.",Imperium - Agents of the Imperium.cat
f3a6-de9-584e-c394:invulnerable-save:b83f-83dd-3aa9-b121,unit,f3a6-de9-584e-c394,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Agents of the Imperium.cat
f3a6-de9-584e-c394:xenos-hunter:dee0-6a07-757-2bb2,unit,f3a6-de9-584e-c394,Xenos Hunter,"While this model is leading a unit, each time a model in that unit makes an attack that targets an enemy unit that does not have the IMPERIUM or CHAOS keywords, add 1 to the Hit roll.",Imperium - Agents of the Imperium.cat
f3a6-de9-584e-c394:psychic-veil-(psychic):2368-91f8-2bf5-6059,unit,f3a6-de9-584e-c394,Psychic Veil (Psychic),"In your Command phase, this PSYKER can use this ability. If it does, roll one D6: on a 1, this PSYKER’s unit suffers D3 mortal wounds; on a 2+, until the start of your next Command phase, this PSYKER’s unit can only be selected as the target of a ranged attack if the attacking model is within 18"".",Imperium - Agents of the Imperium.cat
f3a6-de9-584e-c394:leader:4492-7bc1-b22a-ce09,unit,f3a6-de9-584e-c394,Leader,"This model can be attached to the following units: EXACTION SQUAD, IMPERIUM BATTLELINE INFANTRY, IMPERIAL NAVY BREACHERS, INQUISITORIAL AGENTS, SUBDUCTOR SQUAD, VIGILANT SQUAD",Imperium - Agents of the Imperium.cat
264a-fc24-3a98-31dc:invulnerable-save:3a55-e4fd-339d-be45,unit,264a-fc24-3a98-31dc,Invulnerable Save,This model has a 4+ invulnerable save.,Imperium - Agents of the Imperium.cat
264a-fc24-3a98-31dc:malefic-wardings-(psychic):3236-3866-ec87-2be6,unit,264a-fc24-3a98-31dc,Malefic Wardings (Psychic),"While this model is leading a unit, models in that unit have a 6+ invulnerable save, and 4+ invulnerable save against Psychic Attacks and attacks made by DAEMON models.",Imperium - Agents of the Imperium.cat
264a-fc24-3a98-31dc:spy-network:19cd-fd4e-a442-e532,unit,264a-fc24-3a98-31dc,Spy Network,"Each time your opponent gains a CP as the result of an ability, roll one D6: on a 2+, you also gain 1CP.",Imperium - Agents of the Imperium.cat
264a-fc24-3a98-31dc:leader:fb10-be00-0ae5-af5b,unit,264a-fc24-3a98-31dc,Leader,"This model can be attached to the following units: EXACTION SQUAD, GREY KNIGHTS TERMINATOR SQUAD, IMPERIUM BATTLELINE INFANTRY, IMPERIAL NAVY BREACHERS, INQUISITORIAL AGENTS, SUBDUCTOR SQUAD, VIGILANT SQUAD",Imperium - Agents of the Imperium.cat
6e0e-b9a2-f53d-ad0e:invulnerable-save:6b5a-cfe5-481e-fb98,unit,6e0e-b9a2-f53d-ad0e,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Agents of the Imperium.cat
6e0e-b9a2-f53d-ad0e:psyoculum:335-9406-8606-6855,unit,6e0e-b9a2-f53d-ad0e,Psyoculum,"While this model is leading a unit, ranged weapons equipped by models in that unit have the [ANTI-PSYKER 4+] ability.",Imperium - Agents of the Imperium.cat
6e0e-b9a2-f53d-ad0e:no-mercy:1fbb-5352-7e95-368c,unit,6e0e-b9a2-f53d-ad0e,No Mercy,"While this model is leading a unit, each time a model in that unit makes an attack that targets a unit that is Below Half-strength, add 1 to the Hit roll.",Imperium - Agents of the Imperium.cat
6e0e-b9a2-f53d-ad0e:leader:78d8-31a4-437b-e717,unit,6e0e-b9a2-f53d-ad0e,Leader,"This model can be attached to the following units: EXACTION SQUAD, IMPERIUM BATTLELINE INFANTRY, IMPERIAL NAVY BREACHERS, INQUISITORIAL AGENTS, SISTERS OF BATTLE SQUAD, SUBDUCTOR SQUAD, VIGILANT SQUAD",Imperium - Agents of the Imperium.cat
4349-390e-e183-f0b:invulnerable-save:c00-1c6c-ec00-dbb8,unit,4349-390e-e183-f0b,Invulnerable Save,This model has a 4+ invulnerable save.,Imperium - Agents of the Imperium.cat
4349-390e-e183-f0b:unsubtle-crusader:df6b-51ed-415c-5e5f,unit,4349-390e-e183-f0b,Unsubtle Crusader,"At the start of the Declare Battle Formations step, you can select up to 3 ^^**Agents of the Imperium Infantry^^** units from your army, or one ^^**Imperium Battleline^^** unit from your army - those units gain the Scouts 6"" ability.",Imperium - Agents of the Imperium.cat
4349-390e-e183-f0b:throne-of-judgement-(aura):ecfc-f79d-869b-ba13,unit,4349-390e-e183-f0b,Throne of Judgement (Aura),"While a friendly unit is within 6"" of this model, improve the Leadership characteristic of models in that unit by 1. While an enemy unit is within 6"" of this model, worsen the Leadership characteristic of models in that unit by 1.",Imperium - Agents of the Imperium.cat
